,0
7030,1
7031,0
7032,1
7033,0
7034,1
7035,2
7036,0
7037,0
7038,1
7039,0
7040,0
7041,2
7042,0
7043,1
7044,2
7045,0
7046,2
7047,1
7048,0
7049,2
7050,1
7051,0
7052,2
7053,1
7054,0
7055,0
7056,0
7057,2
7058,1
7059,2
7060,2
7061,1
7062,0
7063,0
7064,2
7065,0
7066,2
7067,2
7068,1
7069,1
7070,0
7071,1
7072,1
7073,2
7074,0
7075,1
7076,1
7077,1
7078,2
7079,1
7080,0
7081,0
7082,0
7083,2
7084,2
7085,1
7086,2
7087,1
7088,2
7089,0
7090,2
7091,0
7092,0
7093,2
7094,0
7095,0
7096,2
7097,0
7098,2
7099,1
7100,0
7101,2
7102,2
7103,2
7104,1
7105,2
7106,0
7107,0
7108,0
7109,1
7110,0
7111,0
7112,0
7113,1
7114,1
7115,0
7116,1
7117,2
7118,1
7119,0
7120,0
7121,1
7122,0
7123,1
7124,0
7125,2
7126,0
7127,0
7128,0
7129,2
7130,1
7131,2
7132,2
7133,1
7134,2
7135,0
7136,0
7137,1
7138,0
7139,2
7140,1
7141,2
7142,0
7143,1
7144,2
7145,0
7146,1
7147,0
7148,0
7149,2
7150,0
7151,0
7152,2
7153,0
7154,2
7155,0
7156,2
7157,0
7158,1
7159,2
7160,2
7161,0
7162,2
7163,0
7164,1
7165,2
7166,0
7167,2
7168,1
7169,2
7170,2
7171,0
7172,0
7173,0
7174,2
7175,0
7176,1
7177,2
7178,2
7179,1
7180,2
7181,0
7182,0
7183,1
7184,2
7185,2
7186,0
7187,0
7188,2
7189,1
7190,2
7191,1
7192,0
7193,0
7194,1
7195,0
7196,0
7197,1
7198,2
7199,2
7200,0
7201,0
7202,1
7203,2
7204,1
7205,0
7206,0
7207,2
7208,2
7209,0
7210,1
7211,0
7212,1
7213,2
7214,1
7215,0
7216,2
7217,1
7218,1
7219,1
7220,1
7221,1
7222,0
7223,1
7224,0
7225,1
7226,0
7227,1
7228,2
7229,1
7230,2
7231,1
7232,1
7233,0
7234,2
7235,1
7236,1
7237,0
7238,2
7239,0
7240,2
7241,2
7242,0
7243,1
7244,0
7245,2
7246,0
7247,1
7248,0
7249,2
7250,1
7251,2
7252,2
7253,0
7254,0
7255,0
7256,0
7257,0
7258,0
7259,2
7260,0
7261,0
7262,0
7263,2
7264,0
7265,1
7266,2
7267,0
7268,1
7269,2
7270,2
7271,1
7272,0
7273,0
7274,2
7275,1
7276,2
7277,1
7278,1
7279,0
7280,0
7281,1
7282,2
7283,2
7284,0
7285,2
7286,1
7287,2
7288,2
7289,0
7290,2
7291,0
7292,2
7293,0
7294,2
7295,2
7296,2
7297,2
7298,0
7299,0
7300,2
7301,2
7302,1
7303,1
7304,0
7305,2
7306,0
7307,0
7308,0
7309,0
7310,0
7311,2
7312,2
7313,1
7314,1
7315,2
7316,2
7317,0
7318,1
7319,2
7320,1
7321,0
7322,2
7323,1
7324,1
7325,2
7326,2
7327,2
7328,0
7329,2
7330,1
7331,2
7332,2
7333,1
7334,0
7335,1
7336,0
7337,1
7338,1
7339,2
7340,0
7341,2
7342,2
7343,2
7344,0
7345,0
7346,2
7347,0
7348,2
7349,2
7350,2
7351,0
7352,1
7353,2
7354,1
7355,2
7356,2
7357,1
7358,0
7359,2
7360,2
7361,0
7362,0
7363,0
7364,0
7365,1
7366,2
7367,1
7368,2
7369,1
7370,2
7371,0
7372,1
7373,1
7374,2
7375,2
7376,1
7377,2
7378,2
7379,1
7380,2
7381,0
7382,1
7383,0
7384,2
7385,0
7386,0
7387,0
7388,2
7389,2
7390,2
7391,1
7392,1
7393,1
7394,1
7395,1
7396,0
7397,0
7398,0
7399,1
7400,1
7401,1
7402,1
7403,2
7404,2
7405,1
7406,2
7407,2
7408,2
7409,1
7410,0
7411,0
7412,0
7413,2
7414,2
7415,1
7416,0
7417,0
7418,2
7419,0
7420,0
7421,0
7422,2
7423,0
7424,1
7425,0
7426,0
7427,2
7428,2
7429,2
7430,0
7431,2
7432,1
7433,1
7434,0
7435,2
7436,2
7437,2
7438,2
7439,1
7440,2
7441,2
7442,2
7443,2
7444,0
7445,0
7446,0
7447,2
7448,0
7449,0
7450,0
7451,0
7452,0
7453,0
7454,0
7455,0
7456,2
7457,1
7458,2
7459,1
7460,1
7461,2
7462,0
7463,2
7464,2
7465,1
7466,1
7467,2
7468,1
7469,0
7470,1
7471,1
7472,1
7473,1
7474,0
7475,0
7476,2
7477,0
7478,0
7479,1
7480,2
7481,1
7482,2
7483,0
7484,2
7485,2
7486,2
7487,2
7488,2
7489,1
7490,1
7491,1
7492,2
7493,2
7494,1
7495,0
7496,1
7497,2
7498,2
7499,2
7500,0
7501,0
7502,1
7503,0
7504,2
7505,0
7506,0
7507,1
7508,0
7509,0
7510,0
7511,0
7512,0
7513,0
7514,2
7515,2
7516,2
7517,0
7518,2
7519,0
7520,0
7521,1
7522,2
7523,0
7524,0
7525,1
7526,2
7527,2
7528,0
7529,0
7530,1
7531,2
7532,0
7533,2
7534,2
7535,0
7536,1
7537,0
7538,1
7539,2
7540,2
7541,2
7542,2
7543,1
7544,2
7545,1
7546,0
7547,1
7548,2
7549,2
7550,1
7551,2
7552,0
7553,0
7554,0
7555,1
7556,2
7557,0
7558,0
7559,0
7560,0
7561,2
7562,1
7563,2
7564,0
7565,0
7566,1
7567,0
7568,0
7569,2
7570,1
7571,1
7572,0
7573,1
7574,0
7575,2
7576,2
7577,2
7578,1
7579,1
7580,1
7581,2
7582,0
7583,0
7584,1
7585,0
7586,2
7587,0
7588,1
7589,2
7590,2
7591,0
7592,0
7593,1
7594,0
7595,0
7596,0
7597,1
7598,1
7599,1
7600,0
7601,2
7602,1
7603,0
7604,0
7605,0
7606,2
7607,2
7608,1
7609,2
7610,0
7611,1
7612,0
7613,2
7614,1
7615,0
7616,0
7617,0
7618,0
7619,2
7620,1
7621,1
7622,0
7623,0
7624,1
7625,0
7626,2
7627,2
7628,1
7629,0
7630,2
7631,0
7632,0
7633,0
7634,0
7635,2
7636,1
7637,2
7638,1
7639,1
7640,1
7641,2
7642,2
7643,2
7644,0
7645,2
7646,2
7647,0
7648,0
7649,2
7650,0
7651,1
7652,2
7653,1
7654,0
7655,1
7656,1
7657,0
7658,0
7659,2
7660,2
7661,1
7662,2
7663,1
7664,0
7665,1
7666,0
7667,2
7668,0
7669,2
7670,0
7671,1
7672,0
7673,0
7674,0
7675,1
7676,0
7677,0
7678,0
7679,0
7680,2
7681,1
7682,2
7683,2
7684,1
7685,1
7686,0
7687,2
7688,1
7689,2
7690,2
7691,2
7692,0
7693,1
7694,0
7695,1
7696,0
7697,0
7698,1
7699,2
7700,0
7701,2
7702,0
7703,1
7704,0
7705,1
7706,0
7707,1
7708,0
7709,2
7710,0
7711,1
7712,2
7713,1
7714,1
7715,1
7716,1
7717,1
7718,0
7719,2
7720,1
7721,1
7722,0
7723,2
7724,1
7725,0
7726,1
7727,0
7728,2
7729,1
7730,0
7731,0
7732,1
7733,0
7734,2
7735,0
7736,0
7737,2
7738,0
7739,2
7740,2
7741,2
7742,2
7743,1
7744,2
7745,2
7746,2
7747,1
7748,0
7749,1
7750,1
7751,1
7752,0
7753,2
7754,1
7755,0
7756,2
7757,0
7758,2
7759,2
7760,0
7761,2
7762,0
7763,2
7764,1
7765,0
7766,1
7767,2
7768,2
7769,2
7770,0
7771,0
7772,1
7773,2
7774,0
7775,2
7776,2
7777,1
7778,0
7779,1
7780,0
7781,2
7782,1
7783,1
7784,0
7785,2
7786,2
7787,0
7788,2
7789,0
7790,2
7791,1
7792,2
7793,0
7794,2
7795,2
7796,1
7797,2
7798,2
7799,0
7800,1
7801,2
7802,0
7803,2
7804,1
7805,2
7806,0
7807,2
7808,0
7809,0
7810,0
7811,0
7812,0
7813,0
7814,2
7815,0
7816,2
7817,0
7818,0
7819,0
7820,1
7821,0
7822,2
7823,1
7824,0
7825,1
7826,0
7827,2
7828,0
7829,0
7830,2
7831,1
7832,2
7833,1
7834,2
7835,1
7836,0
7837,0
7838,0
7839,2
7840,1
7841,0
7842,2
7843,2
7844,2
7845,0
7846,0
7847,0
7848,0
7849,0
7850,0
7851,1
7852,2
7853,2
7854,2
7855,2
7856,1
7857,1
7858,1
7859,1
7860,0
7861,0
7862,2
7863,0
7864,2
7865,2
7866,2
7867,0
7868,1
7869,2
7870,1
7871,2
7872,1
7873,0
7874,2
7875,1
7876,2
7877,1
7878,2
7879,0
7880,1
7881,2
7882,1
7883,0
7884,0
7885,0
7886,0
7887,2
7888,0
7889,2
7890,0
7891,0
7892,1
7893,2
7894,0
7895,1
7896,1
7897,2
7898,1
7899,2
7900,2
7901,0
7902,1
7903,2
7904,0
7905,1
7906,2
7907,1
7908,1
7909,2
7910,0
7911,0
7912,2
7913,2
7914,1
7915,2
7916,1
7917,2
7918,1
7919,1
7920,0
7921,0
7922,0
7923,1
7924,2
7925,0
7926,2
7927,1
7928,1
7929,0
7930,1
7931,0
7932,0
7933,0
7934,0
7935,2
7936,0
7937,2
7938,0
7939,0
7940,1
7941,1
7942,1
7943,2
7944,0
7945,1
7946,0
7947,0
7948,1
7949,2
7950,2
7951,0
7952,2
7953,1
7954,2
7955,2
7956,1
7957,0
7958,1
7959,2
7960,0
7961,2
7962,0
7963,0
7964,1
7965,2
7966,2
7967,0
7968,2
7969,0
7970,0
7971,2
7972,1
7973,0
7974,2
7975,1
7976,2
7977,1
7978,1
7979,0
7980,2
7981,2
7982,0
7983,1
7984,1
7985,2
7986,1
7987,0
7988,1
7989,1
7990,1
7991,1
7992,2
7993,0
7994,0
7995,2
7996,2
7997,1
7998,2
7999,2
8000,0
8001,0
8002,0
8003,2
8004,2
8005,1
8006,2
8007,0
8008,1
8009,0
8010,0
8011,1
8012,2
8013,1
8014,2
8015,2
8016,0
8017,2
8018,0
8019,0
8020,2
8021,0
8022,0
8023,1
8024,0
8025,0
8026,2
8027,0
8028,1
8029,2
8030,0
8031,0
8032,1
8033,1
8034,1
8035,2
8036,1
8037,2
8038,2
8039,2
8040,0
8041,1
8042,1
8043,2
8044,2
8045,2
8046,0
8047,0
8048,1
8049,2
8050,1
8051,1
8052,1
8053,0
8054,1
8055,2
8056,1
8057,1
8058,2
8059,2
8060,2
8061,1
8062,2
8063,0
8064,1
8065,1
8066,0
8067,2
8068,0
8069,0
8070,2
8071,1
8072,0
8073,0
8074,0
8075,2
8076,0
8077,0
8078,1
8079,2
8080,2
8081,2
8082,1
8083,1
8084,1
8085,1
8086,0
8087,1
8088,1
8089,1
8090,0
8091,0
8092,1
8093,1
8094,1
8095,2
8096,0
8097,1
8098,0
8099,1
8100,0
8101,2
8102,0
8103,2
8104,0
8105,0
8106,0
8107,2
8108,0
8109,2
8110,0
8111,2
8112,0
8113,1
8114,0
8115,0
8116,2
8117,2
8118,2
8119,1
8120,2
8121,2
8122,1
8123,2
8124,2
8125,0
8126,1
8127,2
8128,2
8129,2
8130,0
8131,1
8132,0
8133,0
8134,0
8135,0
8136,0
8137,2
8138,0
8139,2
8140,2
8141,2
8142,2
8143,2
8144,1
8145,1
8146,1
8147,1
8148,2
8149,1
8150,0
8151,0
8152,0
8153,0
8154,2
8155,1
8156,1
8157,0
8158,0
8159,0
8160,0
8161,1
8162,1
8163,1
8164,2
8165,1
8166,1
8167,0
8168,1
8169,1
8170,2
8171,0
8172,1
8173,0
8174,2
8175,0
8176,1
8177,2
8178,1
8179,0
8180,2
8181,0
8182,2
8183,2
8184,2
8185,2
8186,0
8187,0
8188,2
8189,0
8190,0
8191,2
8192,0
8193,2
8194,1
8195,0
8196,0
8197,0
8198,0
8199,2
8200,2
8201,0
8202,2
8203,2
8204,2
8205,2
8206,2
8207,0
8208,0
8209,2
8210,2
8211,1
8212,1
8213,0
8214,1
8215,2
8216,0
8217,1
8218,2
8219,2
8220,0
8221,0
8222,0
8223,1
8224,1
8225,0
8226,1
8227,0
8228,2
8229,1
8230,0
8231,2
8232,2
8233,0
8234,1
8235,2
8236,2
8237,1
8238,0
8239,0
8240,1
8241,0
8242,0
8243,0
8244,2
8245,2
8246,0
8247,2
8248,0
8249,1
8250,0
8251,1
8252,1
8253,0
8254,1
8255,0
8256,1
8257,1
8258,1
8259,2
8260,2
8261,1
8262,1
8263,2
8264,0
8265,0
8266,2
8267,1
8268,0
8269,0
8270,2
8271,1
8272,0
8273,0
8274,0
8275,2
8276,0
8277,2
8278,2
8279,0
8280,1
8281,1
8282,2
8283,0
8284,1
8285,2
8286,0
8287,2
8288,1
8289,1
8290,0
8291,0
8292,2
8293,2
8294,0
8295,0
8296,0
8297,2
8298,1
8299,0
8300,2
8301,0
8302,2
8303,0
8304,0
8305,1
8306,0
8307,2
8308,2
8309,0
8310,2
8311,0
8312,1
8313,0
8314,0
8315,2
8316,2
8317,2
8318,1
8319,0
8320,0
8321,0
8322,2
8323,2
8324,0
8325,1
8326,1
8327,0
8328,0
8329,2
8330,0
8331,0
8332,0
8333,0
8334,0
8335,1
8336,1
8337,1
8338,1
8339,0
8340,0
8341,1
8342,0
8343,2
8344,2
8345,0
8346,0
8347,2
8348,1
8349,2
8350,1
8351,1
8352,0
8353,1
8354,0
8355,2
8356,1
8357,0
8358,0
8359,1
8360,1
8361,2
8362,0
8363,2
8364,1
8365,0
8366,1
8367,0
8368,2
8369,0
8370,2
8371,0
8372,2
8373,0
8374,2
8375,1
8376,0
8377,2
8378,0
8379,1
8380,1
8381,0
8382,2
8383,1
8384,2
8385,1
8386,0
8387,1
8388,2
8389,1
8390,0
8391,0
8392,2
8393,1
8394,0
8395,2
8396,0
8397,1
8398,2
8399,0
8400,1
8401,1
8402,2
8403,2
8404,2
8405,2
8406,0
8407,1
8408,2
8409,2
8410,0
8411,2
8412,0
8413,1
8414,2
8415,0
8416,0
8417,1
8418,1
8419,1
8420,1
8421,0
8422,1
8423,1
8424,0
8425,1
8426,2
8427,2
8428,2
8429,1
8430,2
8431,0
8432,0
8433,1
8434,0
8435,1
8436,0
8437,0
8438,2
8439,2
8440,1
8441,0
8442,2
8443,1
8444,2
8445,2
8446,1
8447,2
8448,1
8449,0
8450,0
8451,2
8452,1
8453,2
8454,1
8455,1
8456,2
8457,0
8458,0
8459,0
8460,1
8461,0
8462,2
8463,0
8464,2
8465,1
8466,0
8467,2
8468,1
8469,0
8470,2
8471,2
8472,2
8473,1
8474,0
8475,1
8476,1
8477,1
8478,0
8479,0
8480,0
8481,0
8482,2
8483,1
8484,1
8485,2
8486,1
8487,1
8488,1
8489,2
8490,0
8491,0
8492,0
8493,1
8494,2
8495,0
8496,2
8497,1
8498,0
8499,1
8500,1
8501,0
8502,1
8503,2
8504,2
8505,0
8506,0
8507,2
8508,2
8509,2
8510,2
8511,0
8512,0
8513,2
8514,2
8515,1
8516,0
8517,1
8518,2
8519,0
8520,0
8521,0
8522,1
8523,1
8524,0
8525,2
8526,0
8527,2
8528,1
8529,0
8530,1
8531,0
8532,1
8533,0
8534,2
8535,1
8536,2
8537,1
8538,0
8539,0
8540,1
8541,2
8542,1
8543,0
8544,2
8545,2
8546,0
8547,0
8548,0
8549,1
8550,1
8551,1
8552,2
8553,0
8554,1
8555,0
8556,2
8557,1
8558,0
8559,1
8560,1
8561,2
8562,1
8563,0
8564,2
8565,1
8566,0
8567,2
8568,0
8569,1
8570,0
8571,2
8572,2
8573,1
8574,0
8575,1
8576,0
8577,1
8578,0
8579,2
8580,1
8581,2
8582,0
8583,2
8584,2
8585,1
8586,2
8587,0
8588,2
8589,2
8590,0
8591,0
8592,2
8593,0
8594,2
8595,1
8596,2
8597,0
8598,1
8599,0
8600,1
8601,2
8602,0
8603,2
8604,0
8605,0
8606,2
8607,0
8608,0
8609,0
8610,1
8611,1
8612,0
8613,0
8614,2
8615,0
8616,1
8617,0
8618,1
8619,2
8620,0
8621,0
8622,0
8623,1
8624,0
8625,2
8626,0
8627,2
8628,0
8629,0
8630,0
8631,2
8632,0
8633,1
8634,0
8635,1
8636,2
8637,0
8638,1
8639,0
8640,0
8641,2
8642,0
8643,0
8644,1
8645,0
8646,0
8647,1
8648,2
8649,0
8650,1
8651,1
8652,0
8653,2
8654,0
8655,1
8656,1
8657,0
8658,2
8659,2
8660,0
8661,1
8662,2
8663,0
8664,1
8665,2
8666,2
8667,0
8668,0
8669,0
8670,0
8671,0
8672,0
8673,0
8674,1
8675,1
8676,0
8677,1
8678,0
8679,1
8680,0
8681,0
8682,0
8683,2
8684,0
8685,0
8686,0
8687,0
8688,1
8689,1
8690,1
8691,0
8692,1
8693,2
8694,2
8695,2
8696,0
8697,1
8698,1
8699,1
8700,0
8701,0
8702,1
8703,2
8704,0
8705,2
8706,1
8707,2
8708,1
8709,2
8710,2
8711,0
8712,1
8713,1
8714,0
8715,1
8716,2
8717,1
8718,2
8719,1
8720,2
8721,0
8722,2
8723,1
8724,2
8725,0
8726,1
8727,0
8728,2
8729,0
8730,0
8731,0
8732,0
8733,1
8734,1
8735,1
8736,1
8737,1
8738,0
8739,2
8740,2
8741,0
8742,0
8743,0
8744,2
8745,0
8746,2
8747,2
8748,0
8749,2
8750,0
8751,0
8752,2
8753,0
8754,1
8755,1
8756,2
8757,1
8758,0
8759,2
8760,0
8761,0
8762,2
8763,1
8764,1
8765,2
8766,1
8767,1
8768,2
8769,1
8770,1
8771,2
8772,1
8773,0
8774,0
8775,1
8776,0
8777,2
8778,0
8779,1
8780,1
8781,1
8782,0
8783,2
8784,1
8785,0
8786,1
8787,2
8788,0
8789,0
8790,0
8791,0
8792,1
8793,2
8794,1
8795,0
8796,1
8797,0
8798,1
8799,2
8800,2
8801,1
8802,2
8803,0
8804,0
8805,2
8806,0
8807,1
8808,0
8809,1
8810,0
8811,0
8812,0
8813,0
8814,0
8815,1
8816,0
8817,1
8818,1
8819,2
8820,2
8821,0
8822,2
8823,0
8824,2
8825,1
8826,0
8827,0
8828,0
8829,1
8830,0
8831,1
8832,0
8833,2
8834,2
8835,2
8836,0
8837,0
8838,0
8839,1
8840,1
8841,1
8842,2
8843,1
8844,0
8845,2
8846,2
8847,0
8848,1
8849,1
8850,0
8851,0
8852,0
8853,1
8854,1
8855,0
8856,0
8857,0
8858,1
8859,0
8860,0
8861,1
8862,1
8863,0
8864,2
8865,2
8866,1
8867,1
8868,1
8869,2
8870,1
8871,1
8872,2
8873,1
8874,1
8875,0
8876,1
8877,1
8878,1
8879,0
8880,2
8881,2
8882,1
8883,2
8884,1
8885,0
8886,1
8887,1
8888,2
8889,0
8890,0
8891,0
8892,1
8893,1
8894,2
8895,1
8896,2
8897,0
8898,2
8899,0
8900,0
8901,0
8902,2
8903,0
8904,2
8905,1
8906,0
8907,1
8908,1
8909,0
8910,2
8911,2
8912,0
8913,0
8914,2
8915,0
8916,0
8917,2
8918,0
8919,0
8920,1
8921,0
8922,1
8923,0
8924,2
8925,1
8926,0
8927,0
8928,2
8929,1
8930,2
8931,1
8932,1
8933,2
8934,1
8935,2
8936,2
8937,1
8938,0
8939,1
8940,0
8941,0
8942,0
8943,0
8944,2
8945,1
8946,2
8947,0
8948,2
8949,0
8950,1
8951,1
8952,0
8953,0
8954,1
8955,2
8956,0
8957,1
8958,2
8959,0
8960,0
8961,2
8962,0
8963,2
8964,1
8965,0
8966,2
8967,2
8968,1
8969,2
8970,0
8971,1
8972,2
8973,0
8974,2
8975,2
8976,1
8977,1
8978,1
8979,1
8980,0
8981,0
8982,0
8983,0
8984,1
8985,0
8986,2
8987,0
8988,0
8989,1
8990,0
8991,1
8992,1
8993,2
8994,2
8995,0
8996,1
8997,1
8998,0
8999,1
9000,1
9001,0
9002,0
9003,1
9004,2
9005,2
9006,2
9007,1
9008,2
9009,0
9010,2
9011,2
9012,2
9013,1
9014,1
9015,1
9016,2
9017,2
9018,0
9019,1
9020,0
9021,1
9022,1
9023,0
9024,1
9025,0
9026,0
9027,2
9028,1
9029,0
9030,1
9031,0
9032,1
9033,0
9034,0
9035,2
9036,1
9037,1
9038,1
9039,2
9040,1
9041,0
9042,2
9043,2
9044,2
9045,0
9046,0
9047,1
9048,1
9049,1
9050,2
9051,1
9052,0
9053,0
9054,0
9055,0
9056,1
9057,0
9058,2
9059,0
9060,0
9061,0
9062,2
9063,0
9064,1
9065,0
9066,1
9067,0
9068,0
9069,2
9070,0
9071,1
9072,0
9073,1
9074,2
9075,0
9076,1
9077,0
9078,0
9079,2
9080,0
9081,2
9082,1
9083,0
9084,1
9085,1
9086,2
9087,0
9088,2
9089,1
9090,2
9091,0
9092,0
9093,2
9094,0
9095,2
9096,0
9097,0
9098,2
9099,2
9100,0
9101,2
9102,2
9103,1
9104,0
9105,1
9106,2
9107,1
9108,0
9109,0
9110,0
9111,0
9112,2
9113,2
9114,0
9115,2
9116,2
9117,2
9118,0
9119,0
9120,2
9121,2
9122,1
9123,0
9124,2
9125,1
9126,0
9127,2
9128,0
9129,0
9130,2
9131,2
9132,1
9133,0
9134,0
9135,1
9136,2
9137,2
9138,2
9139,0
9140,0
9141,2
9142,2
9143,1
9144,0
9145,1
9146,0
9147,2
9148,2
9149,1
9150,0
9151,0
9152,2
9153,0
9154,0
9155,2
9156,2
9157,1
9158,0
9159,2
9160,2
9161,2
9162,1
9163,0
9164,2
9165,0
9166,0
9167,2
9168,1
9169,0
9170,2
9171,0
9172,2
9173,1
9174,0
9175,0
9176,2
9177,1
9178,2
9179,1
9180,2
9181,2
9182,1
9183,2
9184,1
9185,1
9186,1
9187,0
9188,0
9189,0
9190,1
9191,1
9192,0
9193,2
9194,1
9195,0
9196,1
9197,0
9198,0
9199,0
9200,0
9201,1
9202,0
9203,0
9204,2
9205,1
9206,0
9207,1
9208,0
9209,0
9210,2
9211,1
9212,1
9213,1
9214,0
9215,0
9216,2
9217,1
9218,0
9219,0
9220,1
9221,0
9222,0
9223,1
9224,0
9225,1
9226,2
9227,1
9228,2
9229,0
9230,2
9231,0
9232,1
9233,0
9234,0
9235,0
9236,2
9237,0
9238,0
9239,2
9240,1
9241,2
9242,1
9243,1
9244,0
9245,0
9246,0
9247,2
9248,2
9249,1
9250,1
9251,0
9252,1
9253,0
9254,0
9255,2
9256,1
9257,1
9258,1
9259,1
9260,2
9261,0
9262,0
9263,1
9264,0
9265,2
9266,1
9267,0
9268,1
9269,2
9270,1
9271,2
9272,2
9273,2
9274,1
9275,0
9276,0
9277,0
9278,0
9279,2
9280,0
9281,0
9282,0
9283,0
9284,2
9285,1
9286,0
9287,0
9288,0
9289,1
9290,0
9291,2
9292,1
9293,0
9294,2
9295,2
9296,0
9297,2
9298,0
9299,1
9300,2
9301,0
9302,0
9303,1
9304,1
9305,2
9306,0
9307,1
9308,1
9309,0
9310,2
9311,0
9312,1
9313,1
9314,2
9315,1
9316,1
9317,0
9318,1
9319,1
9320,0
9321,1
9322,0
9323,1
9324,1
9325,0
9326,0
9327,2
9328,0
9329,0
9330,1
9331,0
9332,2
9333,0
9334,1
9335,2
9336,1
9337,2
9338,2
9339,0
9340,1
9341,1
9342,1
9343,2
9344,0
9345,2
9346,1
9347,1
9348,2
9349,0
9350,0
9351,0
9352,0
9353,2
9354,1
9355,2
9356,2
9357,1
9358,2
9359,0
9360,1
9361,2
9362,0
9363,1
9364,2
9365,1
9366,2
9367,0
9368,1
9369,0
9370,1
9371,0
9372,0
9373,1
9374,2
9375,0
9376,2
9377,2
9378,0
9379,0
9380,2
9381,1
9382,0
9383,1
9384,2
9385,0
9386,0
9387,0
9388,2
9389,2
9390,1
9391,1
9392,0
9393,0
9394,2
9395,1
9396,1
9397,1
9398,1
9399,0
9400,2
9401,2
9402,1
9403,0
9404,2
9405,0
9406,2
9407,2
9408,1
9409,0
9410,2
9411,0
9412,1
9413,0
9414,0
9415,0
9416,2
9417,1
9418,1
9419,2
9420,0
9421,1
9422,2
9423,0
9424,2
9425,2
9426,2
9427,2
9428,1
9429,2
9430,0
9431,1
9432,0
9433,2
9434,0
9435,0
9436,0
9437,1
9438,1
9439,0
9440,2
9441,2
9442,0
9443,0
9444,2
9445,1
9446,0
9447,2
9448,1
9449,2
9450,2
9451,2
9452,0
9453,0
9454,0
9455,2
9456,0
9457,2
9458,0
9459,2
9460,1
9461,2
9462,0
9463,1
9464,1
9465,2
9466,1
9467,2
9468,2
9469,0
9470,2
9471,2
9472,1
9473,2
9474,0
9475,1
9476,1
9477,0
9478,0
9479,2
9480,0
9481,1
9482,1
9483,0
9484,1
9485,0
9486,1
9487,0
9488,1
9489,1
9490,1
9491,2
9492,0
9493,0
9494,2
9495,2
9496,2
9497,2
9498,2
9499,2
9500,0
9501,0
9502,2
9503,1
9504,1
9505,2
9506,0
9507,2
9508,2
9509,2
9510,2
9511,2
9512,2
9513,2
9514,2
9515,0
9516,1
9517,1
9518,1
9519,0
9520,0
9521,1
9522,0
9523,0
9524,0
9525,0
9526,2
9527,1
9528,2
9529,0
9530,0
9531,1
9532,2
9533,0
9534,0
9535,2
9536,0
9537,1
9538,0
9539,1
9540,2
9541,2
9542,0
9543,0
9544,2
9545,0
9546,1
9547,0
9548,0
9549,2
9550,1
9551,0
9552,2
9553,0
9554,2
9555,2
9556,0
9557,0
9558,2
9559,0
9560,2
9561,0
9562,2
9563,2
9564,0
9565,1
9566,1
9567,0
9568,1
9569,1
9570,2
9571,0
9572,2
9573,0
9574,2
9575,0
9576,0
9577,2
9578,0
9579,0
9580,2
9581,0
9582,2
9583,1
9584,2
9585,0
9586,2
9587,1
9588,2
9589,0
9590,1
9591,2
9592,0
9593,2
9594,0
9595,0
9596,2
9597,0
9598,2
9599,1
9600,2
9601,1
9602,2
9603,0
9604,2
9605,0
9606,0
9607,0
9608,2
9609,2
9610,0
9611,0
9612,1
9613,2
9614,0
9615,2
9616,0
9617,2
9618,2
9619,1
9620,0
9621,2
9622,1
9623,0
9624,2
9625,0
9626,2
9627,0
9628,0
9629,1
9630,2
9631,0
9632,0
9633,1
9634,2
9635,0
9636,2
9637,2
9638,0
9639,0
9640,1
9641,2
9642,2
9643,2
9644,2
9645,0
9646,2
9647,2
9648,1
9649,0
9650,1
9651,1
9652,2
9653,0
9654,0
9655,0
9656,2
9657,2
9658,0
9659,1
9660,0
9661,0
9662,1
9663,1
9664,0
9665,2
9666,2
9667,2
9668,2
9669,1
9670,0
9671,1
9672,1
9673,2
9674,2
9675,1
9676,1
9677,2
9678,0
9679,0
9680,0
9681,2
9682,1
9683,0
9684,2
9685,1
9686,2
9687,2
9688,2
9689,2
9690,0
9691,2
9692,2
9693,0
9694,1
9695,1
9696,2
9697,0
9698,1
9699,1
9700,2
9701,0
9702,2
9703,1
9704,0
9705,1
9706,1
9707,1
9708,0
9709,2
9710,1
9711,0
9712,2
9713,0
9714,1
9715,1
9716,1
9717,2
9718,2
9719,2
9720,0
9721,2
9722,1
9723,1
9724,1
9725,0
9726,1
9727,2
9728,2
9729,0
9730,0
9731,0
9732,2
9733,2
9734,0
9735,2
9736,2
9737,0
9738,2
9739,2
9740,1
9741,0
9742,2
9743,1
9744,2
9745,0
9746,0
9747,1
9748,2
9749,1
9750,1
9751,0
9752,0
9753,1
9754,0
9755,0
9756,2
9757,2
9758,2
9759,2
9760,1
9761,1
9762,1
9763,2
9764,1
9765,0
9766,2
9767,0
9768,0
9769,1
9770,0
9771,2
9772,0
9773,2
9774,0
9775,1
9776,0
9777,1
9778,1
9779,2
9780,2
9781,2
9782,0
9783,2
9784,0
9785,1
9786,2
9787,0
9788,2
9789,1
9790,0
9791,1
9792,0
9793,1
9794,0
9795,2
9796,2
9797,0
9798,2
9799,2
9800,2
9801,0
9802,0
9803,0
9804,0
9805,0
9806,0
9807,2
9808,1
9809,2
9810,1
9811,2
9812,0
9813,0
9814,2
9815,2
9816,1
9817,2
9818,2
9819,1
9820,1
9821,1
9822,0
9823,2
9824,2
9825,0
9826,1
9827,2
9828,2
